combineId,combineYear,combinePosition,combineHeight,combineWeight,combineHand,nameFull,college,ageAtDraft,combineArm,combine40yd,combineVert,combineBench,combineShuttle,combineBroad,combine3cone,combine60ydShuttle
15859,2005,DE,76.3,268,,Eric Moore,Florida State,24.164383561643800,,4.85,29.5,22.0,4.5,105.0,7.62,
15860,2005,RB,69.6,212,,Vernand Morency,Oklahoma State,25.232876712328800,,4.51,33.5,19.0,4.12,108.0,7.02,
15861,2005,ILB,73.0,235,,Kirk Morrison,San Diego State,23.18904109589040,,4.69,,25.0,4.31,,,
15862,2005,DT,74.0,312,,C.J. Mosley,Missouri,21.72876712328770,,5.08,27.5,27.0,4.65,100.0,8.21,
15863,2005,C,76.5,321,,Scott Mruczkowski,Bowling Green (OH),23.065753424657500,,5.29,,28.0,,,,
15864,2005,WR,72.88,202,,Terrence Murphy,Texas A&M,22.36986301369860,,4.43,,,,,,
15865,2005,OG,76.6,300,,Chris Myers,Miami (FL),23.61917808219180,,5.18,,25.0,,,,
15866,2005,SS,73.5,212,,Donte Nicholson,Oklahoma,23.361643835616400,,4.55,,18.0,,,,
15867,2005,OG,77.8,307,,Doug Nienhuis,Oregon State,23.197260273972600,,5.18,28.5,22.0,4.47,95.0,7.5,
15868,2005,QB,73.75,218,,Craig Ochs,Montana,23.69041095890410,,4.91,28.5,,4.13,101.0,7.03,
15869,2005,OT,76.3,310,,Frank Omiyale,Tennessee Tech,22.43013698630140,,5.4,28.5,22.0,4.72,101.0,8.19,
15870,2005,QB,77.0,225,,Dan Orlovsky,Connecticut,21.695890410958900,,4.98,29.5,,4.39,105.0,7.33,
15871,2005,QB,76.0,233,,Kyle Orton,Purdue,22.454794520547900,,5.11,26.5,,4.52,,7.38,
15872,2005,WR,67.38,183,,Chad Owens,Hawaii,23.07123287671230,,4.66,37.0,23.0,3.94,110.0,6.7,
15873,2005,OT,78.8,323,,Jeremy Parquet,Southern Miss,23.04931506849320,,5.34,28.5,17.0,4.8,88.0,7.95,
15874,2005,WR,69.75,168,,Roscoe Parrish,Miami (FL),22.786301369863000,,4.4,,,,,,
15875,2005,ILB,73.5,243,,Martin Patterson,Texas Christian,22.19178082191780,,4.92,34.0,21.0,4.2,110.0,7.31,
15876,2005,DT,71.6,292,,Mike Patterson,USC,21.65753424657530,,5.08,,26.0,,,,
15877,2005,CB,72.0,204,,Karl Paymah,Washington State,22.413698630137000,,4.38,41.5,15.0,3.91,121.0,7.09,
15878,2005,RB,69.4,208,,Alvin Pearman,Virginia,22.71780821917810,,4.65,34.0,24.0,4.08,112.0,7.06,
15879,2005,CB,70.8,190,,Antonio Perkins,Oklahoma,23.301369863013700,,4.53,40.0,10.0,4.07,126.0,7.17,
15880,2005,WR,74.5,229,,Tab Perry,UCLA,23.27123287671230,,4.48,34.0,,,116.0,7.0,
15881,2005,OLB,75.0,236,,Kenneth Pettway,Grambling State (LA),22.457534246575300,,4.73,32.5,22.0,4.31,114.0,7.29,
15882,2005,DE,74.1,265,,David Pollack,Georgia,22.86027397260270,,4.81,37.0,25.0,3.9,118.0,6.86,
15883,2005,OLB,73.0,247,,Jonathan Pollard,Oregon State,23.44109589041100,,4.71,35.0,21.0,4.07,116.0,7.41,
15884,2005,DE,75.1,259,,Brady Poppinga,BYU,25.605479452054800,,4.63,35.5,26.0,4.38,106.0,7.27,
15885,2005,DT,76.0,325,,Sione Po'uha,Utah,26.235616438356200,,5.02,32.5,32.0,4.49,107.0,7.84,
15886,2005,C,77.1,311,,Duke Preston,Illinois,22.87945205479450,,5.42,32.0,21.0,4.45,96.0,7.57,
15887,2005,RB,73.0,212,,Bobby Purify,Colorado,23.35890410958900,,4.67,33.5,15.0,4.17,116.0,7.22,
15888,2005,QB,72.25,225,,Bryan Randall,Virginia Tech,21.7013698630137,,4.72,33.0,,4.08,112.0,6.97,
15889,2005,WR,69.75,186,,Jamaica Rector,N.W. Missouri State,23.71780821917810,,4.5,36.5,17.0,4.13,119.0,6.78,
15890,2005,CB,71.3,195,,Lamont Reid,NC State,22.986301369863000,,4.59,40.5,15.0,4.28,120.0,7.18,
15891,2005,RB,70.0,209,,Walter Reyes,Syracuse,23.936986301369900,,4.52,32.0,16.0,4.38,108.0,7.23,
15892,2005,FS,74.5,209,,Kerry Rhodes,Louisville,22.73972602739730,,4.59,42.0,12.0,4.12,123.0,6.94,
15893,2005,DE,73.8,256,,Ryan Riddle,California,23.816438356164400,,4.82,,18.0,,,,
15894,2005,WR,71.13,212,,Dante Ridgeway,Ball State (IN),21.027397260274000,,4.6,33.0,,4.39,117.0,7.27,
15895,2005,QB,74.0,214,,Chris Rix,Florida State,,,4.73,33.5,,4.53,113.0,7.53,
15896,2005,DT,76.3,289,,Derreck Robinson,Iowa,23.156164383561600,,5.04,34.5,27.0,4.53,108.0,7.97,
15897,2005,OG,76.0,314,,Leon Robinson,Georgia Tech,,,5.25,34.5,22.0,4.76,108.0,8.27,
15898,2005,WR,72.13,189,,Courtney Roby,Indiana,22.2986301369863,,4.41,36.5,,3.94,125.0,6.6,
15899,2005,QB,74.0,223,,Aaron Rodgers,California,21.405479452054800,,4.75,34.5,,,110.0,7.38,
15900,2005,CB,72.4,196,,Carlos Rogers,Auburn,23.824657534246600,,4.45,40.5,15.0,3.82,126.0,6.48,
15901,2005,CB,72.1,201,,Antrel Rolle,Miami (FL),22.367123287671200,,4.5,,15.0,,,,
15902,2005,OT,78.6,320,,Michael Roos,Eastern Washington,22.564383561643800,,5.28,29.0,19.0,4.5,96.0,7.72,
15903,2005,DE,75.8,278,,Matt Roth,Iowa,22.53972602739730,,4.83,32.0,26.0,4.36,110.0,7.65,
15904,2005,CB,73.4,193,,Stanford Routt,Houston,21.75890410958900,,4.33,36.5,,3.9,127.0,6.63,
15905,2005,WR,75.0,206,,J.R. Russell,Louisville,23.397260273972600,,4.58,34.5,,,,,
15906,2005,ILB,74.5,241,,Barrett Ruud,Nebraska,21.942465753424700,,4.76,34.5,25.0,3.94,108.0,7.22,
15907,2005,WR,70.88,192,,Steve Savoy,Utah,23.167123287671200,,4.66,,,,,,
15908,2005,TE,74.63,249,,Bo Scaife,Texas,24.30958904109590,,4.79,32.5,24.0,4.12,110.0,7.21,
15909,2005,FS,72.5,214,,Gerald Sensabaugh,North Carolina,21.876712328767100,,4.48,46.0,17.0,,113.0,,
15910,2005,ILB,74.3,248,,Adam Seward,Nevada-Las Vegas,22.87123287671230,,4.61,36.5,33.0,4.11,120.0,7.16,
15911,2005,WR,68.88,179,,Dan Sheldon,Northern Illinois,22.934246575342500,,4.46,,,,,,
15912,2005,RB,73.5,246,,Eric Shelton,Louisville,21.84931506849320,,4.57,38.5,,4.08,122.0,7.46,
15913,2005,DT,74.3,301,,Darrell Shropshire,South Carolina,22.115068493150700,,4.9,34.0,25.0,4.31,114.0,7.54,
15914,2005,OT,77.0,318,,Wes Sims,Oklahoma,24.057534246575300,,5.42,28.0,26.0,4.43,104.0,7.68,
15915,2005,QB,76.13,217,,Alex Smith,Utah,20.975342465753400,,4.78,32.0,,3.96,113.0,6.82,
15916,2005,TE,76.1,258,,Alex Smith,Stanford,22.936986301369900,,4.75,,28.0,,,,
15917,2005,OG,77.4,316,,Adam Snyder,Oregon,23.243835616438400,,5.37,28.5,21.0,4.83,93.0,7.83,
15918,2005,DE,76.0,307,,Marcus Spears,Louisiana State,22.14246575342470,,5.03,,15.0,,,,
15919,2005,C,74.9,309,,Chris Spencer,Mississippi,23.087671232876700,,5.24,29.0,26.0,4.59,104.0,8.06,
15920,2005,RB,66.1,187,,Darren Sproles,Kansas State,21.85753424657530,,4.49,33.0,23.0,3.96,102.0,6.96,
15921,2005,CB,68.5,172,,Scott Starks,Wisconsin,21.838356164383600,,4.42,43.0,13.0,3.9,133.0,6.99,
15922,2005,OG,75.5,312,,Nick Steitz,Oregon,22.695890410958900,,5.6,29.5,,4.65,97.0,8.16,
15923,2005,OT,78.5,314,,David Stewart,Mississippi State,22.66849315068490,,5.25,,24.0,,,,
15924,2005,WR,72.75,221,,Chauncey Stovall,Florida State,23.684931506849300,,4.66,,,,,,
15925,2005,DE,76.0,270,,Bill Swancutt,Oregon State,22.649315068493200,,5.03,34.0,23.0,4.24,113.0,7.35,
15926,2005,ILB,71.9,238,,Lofa Tatupu,USC,22.45205479452060,,4.84,35.0,23.0,4.16,113.0,7.31,
15927,2005,OG,74.3,343,,Claude Terrell,New Mexico,23.024657534246600,,5.41,24.5,27.0,4.75,88.0,8.17,
15928,2005,OT,80.0,330,,Adam Terry,Syracuse,22.65753424657530,,5.43,26.5,,4.78,95.0,7.89,
15929,2005,DE,75.9,269,,Benard Thomas,Nebraska,24.052054794520500,,4.92,30.0,27.0,4.34,100.0,8.24,
15930,2005,ILB,72.1,233,,Odell Thurman,Georgia,21.805479452054800,,4.7,34.0,23.0,4.28,113.0,7.47,
15931,2005,FB,73.75,249,,Zach Tuiasosopo,Washington,23.35890410958900,,5.03,25.5,19.0,4.67,100.0,7.57,
15932,2005,FS,70.3,205,,Marviel Underwood,San Diego State,23.194520547945200,,4.52,38.0,19.0,4.21,116.0,7.12,
15933,2005,DE,75.1,280,,Jimmy Verdon,Arizona State,23.482191780821900,,5.05,29.5,18.0,4.53,105.0,7.89,
15934,2005,DT,77.0,310,,Kevin Vickerson,Michigan State,22.304109589041100,,5.07,32.5,,4.64,97.0,7.78,
15935,2005,OLB,75.0,236,,Cameron Wake,Penn State,23.243835616438400,,4.65,45.5,20.0,4.13,130.0,7.12,
15936,2005,OLB,74.3,241,,Rian Wallace,Temple,22.931506849315100,,4.68,35.5,10.0,3.94,111.0,7.45,
15937,2005,OLB,76.0,251,,DeMarcus Ware,Troy (AL),22.745205479452100,,4.6,38.5,27.0,4.07,122.0,6.83,
15938,2005,WR,72.38,219,,Paris Warren,Utah,22.643835616438400,,4.73,31.5,,,,,
15939,2005,CB,70.5,188,,Fabian Washington,Washington,21.887671232876700,,4.31,41.5,18.0,3.91,122.0,,
15940,2005,OT,76.1,316,,Michael Watson,West Virginia,22.561643835616400,,5.51,27.5,,,95.0,,
15941,2005,CB,72.1,199,,Corey Webster,Louisiana State,23.15890410958900,,4.51,,9.0,,,,
15942,2005,SS,70.5,216,,Marquis Weeks,Virginia,24.572602739726000,,4.62,36.5,23.0,3.89,119.0,7.46,
15943,2005,OLB,75.3,244,,Jonathan Welsh,Wisconsin,22.887671232876700,,4.61,40.5,19.0,4.22,128.0,7.83,
15944,2005,QB,74.5,223,,Jason White,Oklahoma,,,4.93,31.0,,4.19,102.0,7.28,
15945,2005,OT,76.9,298,,Sam Wilder,Colorado,23.2986301369863,,5.39,26.5,23.0,4.5,99.0,7.43,
15946,2005,CB,73.0,187,,Aric Williams,Oregon State,23.106849315068500,,4.58,36.0,8.0,,117.0,,
15947,2005,RB,71.0,217,,Carnell Williams,Auburn,23.02191780821920,,4.43,35.5,19.0,4.17,118.0,6.95,
15948,2005,CB,69.8,168,,Cedrick Williams,Kansas State,25.578082191780800,,4.55,35.0,13.0,4.22,121.0,7.24,
15949,2005,CB,69.0,176,,Darrent Williams,Oklahoma State,22.586301369863000,,4.3,39.0,16.0,3.96,124.0,6.97,
15950,2005,WR,76.63,229,,Mike Williams,USC,21.315068493150700,,4.57,36.5,,,,,
15951,2005,WR,73.4,203,,Troy Williamson,South Carolina,21.997260273972600,,4.34,37.0,,4.18,,6.99,
15952,2005,OT,77.6,327,,Ray Willis,Florida State,22.70958904109590,,5.4,,27.0,,,,
15953,2005,CB,71.8,185,,Stanley Wilson,Stanford,22.47945205479450,,4.39,39.5,14.0,,123.0,,
15954,2005,CB,71.8,193,,Jerron Wishom,Louisiana Tech,23.161643835616400,,4.53,38.0,18.0,4.07,118.0,6.81,
15955,2005,OLB,73.4,236,,Cornelius Wortham,Alabama,23.257534246575300,,4.76,37.0,22.0,4.38,106.0,,
15956,2005,OG,75.6,312,,Scott Young,BYU,23.78904109589040,,5.07,32.5,43.0,4.37,115.0,7.46,
15957,2006,DE,76.63,277,,Darrell Adams,Villanova,22.632876712328800,,5.08,27.0,22.0,4.76,109.0,7.91,
15958,2006,DT,75.38,306,,Titus Adams,Nebraska,23.265753424657500,,5.12,30.5,15.0,4.54,103.0,7.49,
15959,2006,FS,70.25,214,,Jahmile Addae,West Virginia,23.931506849315100,,4.74,38.5,,,122.0,,
15960,2006,RB,71.25,214,,Joseph Addai,Louisiana State,23.005479452054800,,4.43,37.0,18.0,4.47,125.0,7.09,
15961,2006,DE,76.25,274,,Victor Adeyanju,Indiana,23.22739726027400,,4.88,32.0,22.0,4.41,112.0,7.37,
15962,2006,FS,72.88,209,,Jason Allen,Tennessee,22.832876712328800,,4.41,39.5,17.0,3.81,131.0,6.75,
15963,2006,OLB,72.75,223,,Jon Alston,Stanford,22.91780821917810,,4.53,40.0,30.0,4.13,132.0,6.9,
15964,2006,WR,70.5,192,,David Anderson,Colorado State,22.76986301369860,,4.6,34.0,,4.2,116.0,6.88,
15965,2006,OLB,74.75,229,,James Anderson,Virginia Tech,22.605479452054800,,4.62,41.0,,4.07,121.0,6.67,
15966,2006,DE,76.25,254,,Mark Anderson,Alabama,22.942465753424700,,4.65,42.0,20.0,4.22,127.0,6.95,
15967,2006,DT,75.88,306,,Sir Henry Anderson,Oregon State,23.55068493150690,,5.22,28.5,27.0,4.55,100.0,7.69,
15968,2006,SS,69.38,193,,Willie Andrews,Baylor,22.504109589041100,,4.45,36.5,7.0,4.27,124.0,6.99,
15969,2006,WR,74.5,201,,Devin Aromashodu,Auburn,21.947945205479500,,4.4,39.0,,4.16,120.0,7.04,
15970,2006,WR,74.13,215,,Miles Austin,Monmouth (NJ),21.843835616438400,,4.5,40.5,21.0,4.14,123.0,7.09,
15971,2006,QB,73.25,220,,Brett Basanez,Northwestern,22.983561643835600,,4.79,34.0,,4.22,114.0,6.75,
15972,2006,WR,74.88,224,,Hank Baskett,New Mexico,23.665753424657500,,4.52,35.0,,4.17,119.0,6.79,
15973,2006,RB,72.25,221,,Mike Bell,Arizona,23.03287671232880,,4.62,31.5,19.0,4.21,112.0,7.16,
15974,2006,DE,75.63,258,,Charles Bennett,Clemson,23.084931506849300,,4.72,33.5,19.0,4.52,115.0,7.48,
15975,2006,FB,72.38,260,,Matt Bernstein,Wisconsin,23.356164383561600,,4.93,29.5,22.0,4.5,110.0,7.46,
15976,2006,FS,71.0,203,,Antoine Bethea,Howard (DC),21.76986301369860,,4.42,36.5,19.0,4.11,127.0,6.99,
15977,2006,WR,73.88,214,,Damarius Bilbo,Georgia Tech,23.41917808219180,,4.73,36.5,19.0,4.18,115.0,6.9,
15978,2006,SS,74.0,227,,Darnell Bing,USC,21.646575342465800,,4.52,34.0,17.0,4.07,120.0,7.25,
15979,2006,CB,72.25,198,,Will Blackmon,Boston,21.517808219178100,,4.49,41.0,,4.23,133.0,6.67,
15980,2006,WR,69.0,173,,Jeremy Bloom,Colorado,24.09041095890410,,4.52,,,,,,
15981,2006,FS,74.25,216,,Greg Blue,Georgia,24.147945205479500,,4.65,37.5,16.0,,120.0,,
15982,2006,OT,76.75,316,,Kevin Boothe,Cornell,22.832876712328800,,5.44,31.5,23.0,5.07,98.0,8.36,
15983,2006,WR,73.38,195,,Jovon Bouknight,Wyoming,22.805479452054800,,4.73,34.0,,4.03,120.0,6.93,
15984,2006,DT,73.0,289,,McKinley Boykin,Mississippi,23.115068493150700,,5.04,30.5,30.0,4.75,109.0,,
15985,2006,ILB,72.63,231,,Trent Bray,Oregon State,23.6,,4.91,32.0,18.0,4.41,109.0,7.15,
15986,2006,FS,72.38,198,,Darrell Brooks,Arizona,,,4.71,36.5,7.0,4.36,125.0,6.97,
15987,2006,DT,74.88,301,,Manaia Brown,BYU,24.8,,5.12,34.5,21.0,4.47,111.0,7.63,
15988,2006,DE,75.63,253,,Copeland Bryan,Arizona,22.80821917808220,,4.94,33.0,16.0,4.3,117.0,7.11,
15989,2006,SS,72.5,212,,Daniel Bullocks,Nebraska,23.18082191780820,,4.4,38.0,18.0,4.16,124.0,6.91,
15990,2006,DT,74.75,306,,Brodrick Bunkley,Florida State,22.446575342465800,,4.96,32.5,44.0,,113.0,,
15991,2006,OT,76.63,293,,Rashad Butler,Miami (FL),23.23013698630140,,5.32,28.0,16.0,4.55,106.0,7.9,
15992,2006,RB,69.25,201,,Brian Calhoun,Wisconsin,21.98904109589040,,4.6,31.5,18.0,4.2,124.0,7.05,
15993,2006,WR,71.63,211,,Jason Carter,Texas A&M,23.635616438356200,,4.62,33.0,,4.21,116.0,6.89,
15994,2006,C,75.38,303,,Chris Chester,Oklahoma,23.30958904109590,,4.91,31.5,27.0,4.5,106.0,7.31,
15995,2006,OT,78.13,309,,Jeromey Clary,Kansas State,22.495890410958900,,5.34,26.0,24.0,4.63,102.0,7.8,
15996,2006,QB,73.63,224,,Kellen Clemens,Oregon,22.912328767123300,,4.89,,,,,,
15997,2006,DT,76.0,304,,Barry Cofield,Northwestern,22.126027397260300,,5.0,34.0,35.0,4.35,105.0,7.43,
15998,2006,OT,76.38,299,,Daryn Colledge,Boise State,24.22739726027400,,5.07,32.5,21.0,4.58,110.0,7.43,
15999,2006,WR,76.63,224,,Marques Colston,Hofstra (NY),22.915068493150700,,4.54,37.0,16.0,4.43,123.0,6.94,
16000,2006,OT,78.63,328,,Ryan Cook,New Mexico,22.991780821917800,,5.49,26.5,28.0,4.66,97.0,7.93,
16001,2006,CB,74.13,208,,Antonio Cromartie,Florida State,22.052054794520500,,4.5,38.0,18.0,,132.0,,
16002,2006,QB,74.5,205,,Brodie Croyle,Alabama,23.24109589041100,,4.94,30.5,,4.25,104.0,7.34,
16003,2006,QB,75.25,226,,Jay Cutler,Vanderbilt,23.016438356164400,,4.81,,23.0,4.26,,7.1,
16004,2006,TE,75.38,253,,Owen Daniels,Wisconsin,23.484931506849300,,4.66,34.5,23.0,4.1,114.0,6.87,
16005,2006,RB,70.13,214,,P.J. Daniels,Georgia Tech,23.36986301369860,,4.66,33.0,21.0,4.4,116.0,7.13,
16006,2006,TE,77.5,263,,Charles Davis,Purdue,23.145205479452100,,4.94,31.5,27.0,4.37,108.0,7.53,
16007,2006,TE,75.25,254,,Vernon Davis,Maryland,22.257534246575300,,4.39,42.0,33.0,4.17,128.0,7.0,
16008,2006,TE,75.25,256,,Tim Day,Oregon,22.66849315068490,,4.76,35.0,24.0,4.2,109.0,7.03,
16009,2006,C,77.5,305,,Mike Degory,Florida,,,5.45,26.0,24.0,4.67,98.0,8.03,
16010,2006,FS,71.75,198,,Marcus Demps,San Diego State,22.70958904109590,,4.79,31.0,17.0,4.09,117.0,6.91,
16011,2006,WR,75.0,224,,Chris Denney,Nebraska-Omaha,23.273972602739700,,4.66,33.0,13.0,4.33,110.0,7.02,
16012,2006,ILB,73.13,246,,Tim Dobbins,Iowa State,23.4,,4.61,35.5,23.0,4.39,110.0,7.25,
16013,2006,FS,72.5,209,,Reed Doughty,Northern Colorado,23.4986301369863,,4.68,37.0,15.0,4.17,121.0,6.66,
16014,2006,DT,77.0,290,,Kader Drame,Syracuse,23.12054794520550,,5.29,30.5,17.0,,108.0,8.12,
16015,2006,RB,66.8,207,,Willie Andrews,Baylor,22.504109589041100,,4.44,36.0,18.0,4.38,116.0,7.08,
16016,2006,DE,71.38,257,,Elvis Dumervil,Louisville,22.29041095890410,,4.78,,30.0,,,,
16017,2006,DT,74.75,306,,Dusty Dvoracek,Oklahoma,23.172602739726000,,5.07,34.0,31.0,4.35,110.0,7.62,
16018,2006,DE,76.75,273,,Ray Edwards,Purdue,21.336986301369900,,4.82,39.0,30.0,4.57,114.0,7.71,
16019,2006,OLB,73.5,235,,Keith Ellison,Oregon State,22.24109589041100,,4.83,32.5,24.0,4.16,115.0,7.22,
16020,2006,C,75.13,292,,Greg Eslinger,Minnesota,23.03287671232880,,5.18,30.0,28.0,4.68,101.0,7.59,
16021,2006,QB,72.25,260,,Bruce Eugene,Grambling State (LA),23.873972602739700,,5.13,27.5,,4.76,94.0,7.97,
16022,2006,OT,76.5,316,,Jahri Evans,Bloomsburg,22.7013698630137,,5.25,27.0,20.0,4.8,95.0,7.98,
16023,2006,TE,76.13,259,,Anthony Fasano,Notre Dame,22.03835616438360,,4.86,33.5,19.0,4.34,112.0,6.94,
16024,2006,TE,75.38,259,,Daniel Fells,UC-Davis,22.613698630137000,,4.94,29.5,19.0,4.46,108.0,7.27,
16025,2006,OLB,73.0,234,,Omar Gaither,Tennessee,22.12876712328770,,4.8,37.0,23.0,4.28,116.0,7.31,
16026,2006,RB,69.5,218,,Quinton Ganther,Utah,21.802739726027400,,4.56,35.0,29.0,,119.0,7.19,
16027,2006,DE,74.13,263,,Chris Gocong,Cal Poly-San Luis Obispo,22.465753424657500,,4.7,38.5,28.0,4.08,123.0,7.06,
16028,2006,DT,76.0,300,,Kedric Golston,Georgia,22.931506849315100,,4.94,33.0,31.0,4.45,111.0,7.6,
16029,2006,CB,70.13,183,,Charles Gordon,Kansas,21.794520547945200,,4.64,35.5,12.0,4.2,115.0,6.95,
16030,2006,QB,73.38,217,,Bruce Gradkowski,Toledo,23.268493150684900,,4.63,34.0,,4.16,107.0,7.12,
16031,2006,DT,73.25,295,,Marcus Green,Ohio State,22.602739726027400,,5.19,31.0,33.0,4.86,108.0,7.62,
16032,2006,WR,69.13,192,,Skyler Green,Louisiana State,21.64109589041100,,4.52,34.0,,,118.0,,
16033,2006,OLB,74.5,242,,Chad Greenway,Iowa,23.30958904109590,,4.8,33.5,16.0,4.22,117.0,7.0,
16034,2006,FS,72.13,199,,Cedric Griffin,Texas,23.47945205479450,,4.54,35.5,17.0,4.1,125.0,6.84,
16035,2006,QB,71.63,239,,Darrell Hackney,Alabama- Birmingham,22.742465753424700,,4.86,33.0,,4.69,110.0,7.62,
16036,2006,WR,73.75,208,,Derek Hagan,Arizona State,21.616438356164400,,4.45,36.0,,4.07,124.0,,
16037,2006,RB,69.38,202,,Marques Hagans,Virginia,23.34794520547950,,4.64,35.0,,4.38,114.0,7.03,
16038,2006,RB,68.5,208,,Andre Hall,South Florida,23.706849315068500,,4.45,33.0,18.0,,113.0,7.38,
16039,2006,WR,75.25,205,,Chris Hannon,Tennessee,22.208219178082200,,4.5,34.5,,,122.0,,
16040,2006,DE,73.25,253,,Parys Haralson,Tennessee,22.276712328767100,,4.84,32.0,24.0,4.26,115.0,7.37,
16041,2006,SS,72.38,209,,Chris Harrell,Penn State,23.263013698630100,,4.74,40.5,15.0,4.12,119.0,7.02,
16042,2006,FB,73.63,235,,Gilbert Harris,Arizona,21.876712328767100,,4.8,36.0,20.0,4.38,117.0,7.0,
16043,2006,RB,69.25,201,,Jerome Harrison,Washington State,23.186301369863000,,4.49,34.5,19.0,4.07,124.0,6.77,
16044,2006,WR,72.63,208,,Mike Hass,Oregon State,23.336986301369900,,4.64,32.0,,4.14,116.0,6.97,
16045,2006,DE,77.88,284,,Jason Hatcher,Grambling State (LA),23.81095890410960,,4.91,35.5,28.0,4.49,113.0,7.67,
16046,2006,ILB,75.38,242,,Spencer Havner,UCLA,23.252054794520500,,4.71,39.0,,4.07,116.0,6.81,
16047,2006,OLB,73.0,248,,A.J. Hawk,Ohio State,22.326027397260300,,4.64,40.0,24.0,3.96,115.0,6.82,
16048,2006,CB,70.13,183,,Chris Hawkins,Marshall,23.723287671232900,,4.53,37.0,16.0,4.18,116.0,,
16049,2006,RB,69.5,204,,Taurean Henderson,Texas Tech,,,4.68,32.5,,4.4,112.0,7.01,
16050,2006,TE,76.38,248,,Matt Henshaw,Florida State,,,4.76,29.0,16.0,4.44,111.0,7.44,
16051,2006,SS,71.13,207,,Jarvis Herring,Florida,,,4.92,36.5,15.0,4.23,116.0,7.34,
16052,2006,WR,70.63,190,,Devin Hester,Miami (FL),23.4986301369863,,4.46,38.0,16.0,,124.0,,
16053,2006,CB,69.63,185,,Tye Hill,Clemson,23.92054794520550,,4.34,41.0,,4.01,129.0,6.63,
16054,2006,WR,72.25,190,,Ed Hinkel,Iowa,24.12054794520550,,4.55,34.0,,4.1,116.0,6.97,
16055,2006,ILB,72.38,236,,Abdul Hodge,Iowa,23.65205479452060,,4.82,31.0,,4.3,108.0,7.09,
16056,2006,CB,71.88,192,,Reuben Houston,Georgia Tech,,,4.68,41.5,21.0,4.42,127.0,,
16057,2006,OLB,75.25,239,,Thomas Howard,Texas-El Paso,22.80821917808220,,4.46,39.0,21.0,4.28,124.0,6.96,
16058,2006,ILB,74.63,245,,Oliver Hoyte,NC State,21.578082191780800,,4.98,32.0,19.0,4.3,112.0,7.47,
16059,2006,SS,72.0,204,,Michael Huff,Texas,23.164383561643800,,4.37,40.5,21.0,,125.0,,
16060,2006,RB,72.88,227,,Cedric Humes,Virginia Tech,22.742465753424700,,4.68,30.5,18.0,4.22,106.0,7.07,
16061,2006,CB,71.88,206,,Darrell Hunter,Miami (OH),22.43013698630140,,4.47,36.0,8.0,4.11,123.0,,
16062,2006,OLB,73.75,244,,Clint Ingram,Oklahoma,23.123287671232900,,4.65,41.0,22.0,4.1,,7.12,
16063,2006,WR,72.88,213,,Chad Jackson,Florida,21.161643835616400,,4.35,38.5,,3.97,122.0,6.73,
16064,2006,ILB,72.5,230,,D'Qwell Jackson,Maryland,22.605479452054800,,4.77,37.0,19.0,4.36,116.0,7.05,
16065,2006,QB,74.0,226,,Tarvaris Jackson,Alabama State,23.03835616438360,,4.7,31.5,22.0,4.38,107.0,7.4,
16066,2006,DT,72.38,304,,T.J. Jackson,Auburn,22.394520547945200,,5.24,31.0,26.0,4.6,104.0,7.72,
16067,2006,QB,75.88,232,,Omar Jacobs,Bowling Green (OH),22.16986301369860,,4.86,32.5,,4.29,108.0,7.47,
16068,2006,OG,75.75,355,,Max Jean-Gilles,Georgia,22.457534246575300,,5.54,24.5,27.0,5.08,95.0,8.56,
16069,2006,DE,75.63,277,,Julian Jenkins,Stanford,22.526027397260300,,5.09,34.5,25.0,4.23,110.0,7.11,
16070,2006,WR,69.13,181,,Adam Jennings,Frenso State (CA),23.46301369863010,,4.46,37.5,,4.12,118.0,6.88,
16071,2006,WR,71.13,197,,Greg Jennings,Western Michigan,22.61917808219180,,4.47,36.5,,4.16,117.0,6.68,
16072,2006,CB,70.88,178,,Kelly Jennings,Miami (FL),23.427397260274000,,4.44,40.0,,4.0,120.0,,
16073,2006,CB,67.75,185,,Tim Jennings,Georgia,22.361643835616400,,4.38,37.5,17.0,,117.0,,
16074,2006,OLB,76.88,228,,Brandon Johnson,Louisville,23.08219178082190,,4.52,37.0,11.0,4.34,118.0,7.17,
16075,2006,DT,75.25,317,,Johnny Jolly,Texas A&M,23.2,,5.46,,,,104.0,,
16076,2006,OG,74.63,311,,Davin Joseph,Oklahoma,22.44931506849320,,5.13,32.0,24.0,4.97,111.0,,
16077,2006,CB,71.0,193,,Johnathan Joseph,South Carolina,22.04931506849320,,4.37,37.0,15.0,4.23,123.0,6.92,
16078,2006,ILB,71.25,224,,Freddy Keiaho,San Diego State,23.378082191780800,,4.65,36.0,15.0,4.12,113.0,7.01,
16079,2006,OLB,76.38,237,,Charlton Keith,Kansas,,,4.83,30.5,12.0,4.36,109.0,7.03,
16080,2006,OLB,74.75,240,,William Kershaw,Maryland,22.386301369863000,,4.67,37.0,21.0,4.17,111.0,6.95,
16081,2006,TE,77.13,245,,Jeff King,Virginia Tech,23.205479452054800,,4.88,32.5,21.0,4.09,109.0,6.99,
16082,2006,FB,71.5,233,,David Kirtman,USC,23.224657534246600,,4.77,29.5,,4.31,106.0,7.18,
16083,2006,DE,77.75,266,,Mathias Kiwanuka,Boston,23.15890410958900,,4.74,32.0,17.0,4.13,120.0,7.27,
16084,2006,TE,77.75,255,,Joe Klopfenstein,Colorado,22.484931506849300,,4.65,36.0,27.0,4.21,112.0,7.39,
