combineId,combineYear,combinePosition,combineHeight,combineWeight,combineHand,nameFull,college,ageAtDraft,combineArm,combine40yd,combineVert,combineBench,combineShuttle,combineBroad,combine3cone,combine60ydShuttle
10782,1989,OLB,76.0,222,,Robert Oneal,Washington State,,,4.92,31.5,,4.41,112.0,,11.74
10783,1989,WR,70.8,184,,Bill Osborn,Pittsburgh,,,,,,,,,
10784,1989,OLB,74.0,245,,Kerry Owens,Arkansas,22.786301369863000,,4.88,32.5,17.0,4.44,105.0,,12.21
10785,1989,DT,76.9,285,,Chris Parker,West Virginia,22.887671232876700,,5.42,23.5,17.0,4.78,93.0,,
10786,1989,RB,70.6,210,,Greg Paterra,Slippery Rock,21.964383561643800,,4.56,34.0,21.0,4.48,117.0,,11.96
10787,1989,FS,74.1,199,,Markus Paul,Syracuse,23.076712328767100,,4.68,38.0,9.0,4.3,117.0,,11.33
10788,1989,WR,71.6,169,,Danny Peebles,NC State,22.915068493150700,,4.43,35.5,,4.23,128.0,,11.63
10789,1989,QB,72.5,195,,Rodney Peete,USC,23.12054794520550,,4.72,29.0,,4.53,103.0,,
10790,1989,DT,72.9,280,,Lawrence Pete,Nebraska,23.276712328767100,,5.19,26.0,25.0,4.71,98.0,,
10791,1989,QB,76.0,213,,Todd Philcox,Syracuse,,,5.12,27.5,,4.43,100.0,,
10792,1989,DT,72.5,253,,Darrell Phillips,Louisiana State,,,5.18,,17.0,,,,
10793,1989,CB,69.9,185,,Kim Phillips,North Texas,22.5013698630137,,4.54,38.0,6.0,4.13,125.0,,11.16
10794,1989,DT,78.6,274,,Warren Powers,Maryland,24.23013698630140,,5.02,30.5,,4.82,103.0,,
10795,1989,OT,76.0,281,,Mark Prins,Grand Valley State (MI),,,5.48,22.5,13.0,4.88,91.0,,
10796,1989,OLB,76.8,238,,Wes Pritchett,Notre Dame,22.81095890410960,,5.06,29.5,23.0,4.58,99.0,,12.11
10797,1989,FS,70.5,186,,Ernest Purnsley,Wake Forest,,,4.65,34.0,11.0,4.5,116.0,,11.57
10798,1989,WR,71.3,164,,Jeff Query,Millikin (IL),22.145205479452100,,4.43,37.5,,3.91,123.0,,10.83
10799,1989,TE,75.6,234,,Paul Reilly,Nebraska-Kearney,,,4.9,30.0,17.0,4.39,105.0,,11.99
10800,1989,CB,67.4,180,,Rodney Rice,BYU,22.863013698630100,,4.65,35.0,,4.38,113.0,,11.74
10801,1989,OT,77.0,303,,Tom Ricketts,Pittsburgh,23.435616438356200,,,,20.0,,,,
10802,1989,WR,70.0,187,,Andre Rison,Michigan State,22.115068493150700,,4.47,35.0,,3.96,114.0,,11.37
10803,1989,OT,76.8,281,,Kevin Robbins,Michigan State,22.378082191780800,,5.27,27.0,,4.93,95.0,,
10804,1989,CB,70.5,181,,Robert Robinson,South Carolina,,,4.63,36.0,12.0,4.59,119.0,,11.89
10805,1989,DT,74.8,285,,Tracy Rocker,Auburn,23.054794520547900,,5.29,,16.0,,,,
10806,1989,ILB,73.4,230,,Tracy Rogers,Frenso State (CA),21.660273972602700,,4.82,32.0,18.0,4.41,110.0,,11.86
10807,1989,DT,75.0,272,,Benji Roland,Auburn,22.068493150684900,,5.24,25.0,,4.67,101.0,,
10808,1989,OLB,73.6,228,,John Roper,Texas A&M,23.567123287671200,,4.87,37.0,15.0,,,,
10809,1989,WR,70.0,178,,Everett Ross,Ohio State,23.147945205479500,,4.58,36.0,,4.19,113.0,,11.75
10810,1989,DT,74.8,266,,Greg Ross,Memphis,22.295890410958900,,5.08,31.0,18.0,4.58,103.0,,
10811,1989,CB,69.3,183,,Ricky Royal,Sam Houston State (TX),22.75890410958900,,4.54,34.0,17.0,4.44,112.0,,11.91
10812,1989,TE,76.8,242,,Troy Sadowski,Georgia,23.389041095890400,,4.85,32.5,16.0,4.24,117.0,,
10813,1989,OLB,74.0,230,,Ron Sancho,Louisiana State,23.854794520547900,,4.95,31.0,18.0,4.62,108.0,,12.11
10814,1989,CB,71.8,182,,Deion Sanders,Florida State,21.720547945205500,,4.29,,,,,,
10815,1989,CB,72.8,201,,Mark Seals,Boston,,,4.65,33.0,10.0,4.36,118.0,,11.65
10816,1989,CB,70.0,180,,Richard Shelton,Liberty (VA),23.32054794520550,,4.52,39.0,13.0,4.39,125.0,,11.38
10817,1989,FB,70.4,201,,Heath Sherman,Texas A&M-Kingsville,22.09041095890410,,4.57,,12.0,,,,
10818,1989,OT,75.9,311,,Kevin Simons,Tennessee,22.01095890410960,,,,,,,,
10819,1989,C,74.5,277,,Andy Sinclair,Stanford,23.208219178082200,,5.26,27.0,28.0,4.63,101.0,,
10820,1989,WR,75.9,195,,Brian Slater,Washington,22.956164383561600,,4.56,31.5,,4.05,108.0,,11.92
10821,1989,OLB,76.1,236,,Jessie Small,Eastern Kentucky,22.410958904109600,,4.74,31.0,15.0,4.57,114.0,,
10822,1989,DE,77.8,248,,Brian Smith,Auburn,23.016438356164400,,4.83,31.5,,4.5,,,12.34
10823,1989,OLB,75.4,240,,Eric Smith,UCLA,23.07945205479450,,,,16.0,,,,
10824,1989,OLB,73.3,248,,Julius Smith,Stephen F. Austin (TX),,,4.94,28.0,16.0,4.68,108.0,,12.56
10825,1989,WR,69.6,179,,Kendal Smith,Utah State,23.43013698630140,,4.59,33.0,,4.39,110.0,,11.59
10826,1989,QB,75.3,225,,Brent Snyder,Utah State,22.9013698630137,,5.09,25.5,,4.45,104.0,,
10827,1989,DE,76.4,275,,Anthony Spears,Portland State (OR),23.482191780821900,,5.23,27.0,12.0,4.84,97.0,,
10828,1989,WR,67.9,183,,Anthony Stafford,Oklahoma,22.438356164383600,,4.47,36.0,12.0,4.16,120.0,,11.09
10829,1989,DE,76.8,257,,Ron Stallworth,Auburn,23.172602739726000,,4.93,28.5,19.0,4.76,104.0,,
10830,1989,OLB,74.5,222,,Frank Stams,Notre Dame,23.783561643835600,,4.83,32.5,19.0,4.28,110.0,,11.17
10831,1989,RB,70.5,199,,Damon Stell,Oklahoma,,,4.74,33.0,10.0,4.35,114.0,,11.7
10832,1989,OG,78.6,309,,Richard Stephens,Tulsa (OK),23.49041095890410,,5.19,23.5,23.0,4.71,95.0,,
10833,1989,OG,74.4,270,,Mark Stepnoski,Pittsburgh,22.27123287671230,,5.01,29.0,29.0,4.53,101.0,,
10834,1989,DE,75.5,263,,Alex Stewart,Cal State-Fullerton,24.67945205479450,,4.74,37.5,27.0,4.63,123.0,,
10835,1989,DE,75.9,256,,Andrew Stewart,Cincinnati,23.438356164383600,,4.82,40.0,30.0,4.51,120.0,,
10836,1989,WR,71.1,173,,Mark Stock,Virginia Military Institute,23.005479452054800,,4.55,33.0,,4.24,114.0,,11.25
10837,1989,CB,73.4,217,,George Streeter,Notre Dame,21.66849315068490,,4.77,36.0,18.0,4.24,110.0,,11.28
10838,1989,OG,76.1,264,,John Stroia,West Virginia,,,5.3,32.5,23.0,4.45,107.0,,
10839,1989,FS,69.6,176,,Chad Sydnor,Maryland,,,4.7,33.0,12.0,4.23,110.0,,11.88
10840,1989,OLB,73.6,216,,Richard Tardits,Georgia,23.747945205479500,,4.79,32.5,13.0,4.49,114.0,,11.96
10841,1989,FB,71.5,223,,Craig Taylor,West Virginia,23.317808219178100,,4.82,28.5,14.0,4.09,108.0,,11.4
10842,1989,CB,69.8,174,,Jay Taylor,San Jose State,21.471232876712300,,4.54,33.0,,4.63,116.0,,12.29
10843,1989,OLB,74.3,253,,Broderick Thomas,Nebraska,22.186301369863000,,4.61,,,,,,
10844,1989,OLB,74.5,234,,Derrick Thomas,Alabama,22.323287671232900,,4.58,,,,,,
10845,1989,WR,70.8,171,,Robb Thomas,Oregon State,23.084931506849300,,4.51,34.5,,4.06,119.0,,10.89
10846,1989,OT,78.1,266,,Jim Thompson,Auburn,22.947945205479500,,5.09,30.5,,4.68,110.0,,
10847,1989,WR,76.0,227,,Lawyer Tillman,Auburn,22.942465753424700,,,,,,,,
10848,1989,RB,71.0,193,,Lewis Tillman,Jackson State (MS),23.035616438356200,,4.67,31.5,16.0,4.31,109.0,,11.86
10849,1989,C,73.9,269,,Joe Tofflemire,Arizona,23.81095890410960,,,34.5,25.0,,,,
10850,1989,OLB,78.1,231,,Tony Tolbert,Texas-El Paso,21.33150684931510,,4.86,29.5,14.0,4.64,109.0,,12.52
10851,1989,QB,72.6,217,,Billy Joe Tolliver,Texas Tech,23.221917808219200,,5.09,28.5,,4.42,96.0,,
10852,1989,OG,75.3,310,,Pat Tomberlin,Florida State,23.246575342465800,,5.69,23.0,20.0,4.92,94.0,,
10853,1989,RB,70.3,179,,Jamie Townsend,Eastern Washington,,,4.7,30.5,12.0,4.49,104.0,,12.18
10854,1989,DE,75.6,262,,Natu Tuatagaloa,California,22.92876712328770,,5.07,30.5,22.0,4.45,101.0,,
10855,1989,WR,71.9,193,,Floyd Turner,Northwestern State (LA),22.91780821917810,,4.65,32.0,,4.32,114.0,,11.28
10856,1989,FS,72.4,191,,Marcus Turner,UCLA,23.29041095890410,,4.65,33.0,9.0,,106.0,,
10857,1989,C,75.5,276,,Jeff Uhlenhake,Ohio State,23.24931506849320,,,,,,,,
10858,1989,DT,75.5,283,,Steven Vandergrift,Missouri,,,5.25,27.5,22.0,4.88,99.0,,
10859,1989,WR,70.9,197,,Willie Vaughn,Kansas,,,4.52,33.0,,4.28,115.0,,11.48
10860,1989,C,72.9,273,,John Vitale,Michigan,,,,,21.0,,,,
10861,1989,WR,71.9,173,,Tom Waddle,Boston,22.186301369863000,,4.81,31.0,,4.19,115.0,,11.36
10862,1989,DT,76.1,266,,Jim Wahler,UCLA,22.75068493150690,,4.99,31.0,,4.78,109.0,,
10863,1989,WR,68.5,156,,Wayne Walker,Texas Tech,22.336986301369900,,,,,,,,
10864,1989,TE,76.5,240,,Wesley Walls,Mississippi,23.16986301369860,,4.77,,,,110.0,,
10865,1989,RB,70.5,212,,Alonzo Washington,Arizona,,,4.75,29.5,,4.3,104.0,,11.82
10866,1989,CB,72.4,195,,Charles Washington,Cameron (OK),22.556164383561600,,4.72,35.5,,,117.0,,
10867,1989,FS,70.5,185,,Troy Washington,Pittsburgh,,,4.65,31.5,16.0,4.56,109.0,,11.51
10868,1989,DT,72.8,265,,Dana Wells,Arizona,22.731506849315100,,4.94,29.0,27.0,4.71,99.0,,
10869,1989,C,76.3,273,,Kevin Wells,San Diego State,,,5.51,27.5,19.0,4.84,96.0,,
10870,1989,TE,75.6,236,,Greg Werner,Depauw (IN),22.52054794520550,,4.93,33.0,16.0,4.48,103.0,,12.19
10871,1989,DT,76.4,272,,Rhondy Weston,Florida,22.893150684931500,,5.12,30.0,22.0,4.65,108.0,,
10872,1989,WR,71.9,187,,Freddy Weygand,Auburn,22.865753424657500,,4.69,32.0,,4.24,114.0,,11.36
10873,1989,OT,77.3,277,,Warren Wheat,BYU,21.96164383561640,,5.25,30.5,16.0,4.58,107.0,,
10874,1989,C,75.0,269,,Todd Wheeler,Georgia,,,5.18,27.5,21.0,4.56,97.0,,
10875,1989,OT,76.8,275,,Brian White,BYU,,,,,20.0,,,,
10876,1989,OT,76.3,283,,Doug Widell,Boston,22.5972602739726,,,,25.0,,,,
10877,1989,OG,75.8,271,,Brett Wiese,Washington,,,5.42,26.0,17.0,5.09,96.0,,
10878,1989,QB,74.8,209,,Erik Wilhelm,Oregon State,23.44109589041100,,5.18,26.0,,4.21,101.0,,
10879,1989,WR,68.8,181,,Eric Wilkerson,Kent State (OH),,,4.63,37.5,9.0,4.28,124.0,,11.93
10880,1989,OG,76.9,299,,Brian Williams,Minnesota,22.89041095890410,,5.18,29.5,22.0,4.85,97.0,,
10881,1989,OT,76.5,293,,David Williams,Florida,22.854794520547900,,5.12,29.0,23.0,4.5,106.0,,
10882,1989,OLB,76.3,230,,Jerrol Williams,Purdue,21.816438356164400,,,,,,,,
10883,1989,CB,72.8,183,,Steve Williams,Boston,,,,,9.0,,,,
10884,1989,C,74.8,282,,Curtis Wilson,Missouri,23.495890410958900,,4.95,28.0,29.0,4.39,105.0,,
10885,1989,OG,75.8,275,,Steve Wisniewski,Penn State,22.06027397260270,,5.08,27.5,33.0,4.35,98.0,,
10886,1989,OT,78.0,284,,Joe Wolf,Boston,22.334246575342500,,5.03,27.0,26.0,4.54,102.0,,
10887,1989,OG,75.8,272,,Mike Wolfe,Oklahoma State,,,5.05,29.5,26.0,4.58,108.0,,
10888,1989,OT,77.8,275,,Rob Woods,Arizona,23.56986301369860,,5.33,28.5,23.0,4.7,109.0,,
10889,1989,DE,76.1,274,,Tony Woods,Oklahoma,23.126027397260300,,5.06,27.5,21.0,4.52,103.0,,
10890,1989,OLB,74.3,226,,Shawn Woodson,James Madison (VA),22.71232876712330,,4.76,31.0,17.0,4.4,118.0,,12.21
10891,1989,CB,69.6,187,,Donnell Woolford,Clemson,23.30958904109590,,4.59,38.0,12.0,4.34,124.0,,11.7
10892,1989,RB,70.0,195,,Vince Workman,Ohio State,20.96986301369860,,4.74,30.0,13.0,,110.0,,
10893,1989,WR,68.1,177,,Naz Worthen,NC State,23.09041095890410,,4.62,30.5,,4.3,116.0,,11.61
10894,1989,OG,74.9,302,,Mike Zandofsky,Washington,23.410958904109600,,5.3,26.0,26.0,4.85,96.0,,
10895,1989,OT,76.6,274,,Dave Zawatson,California,23.043835616438400,,5.4,27.5,23.0,4.86,101.0,,
10896,1989,OT,76.0,290,,Jim Zdelar,Youngstown State (OH),22.931506849315100,,5.33,30.0,21.0,4.91,98.0,,
10897,1990,DT,72.6,303,10.0,Orlando Adams,Jacksonville State (AL),22.726027397260300,32.38,5.19,23.0,20.0,5.06,88.0,,
10898,1990,DT,75.0,281,10.63,Ray Agnew,NC State,22.383561643835600,31.63,,,21.0,,,,
10899,1990,DE,77.1,260,9.0,Jeff Alm,Notre Dame,22.073972602739700,32.88,4.97,28.0,19.0,4.45,111.0,,
10900,1990,OG,75.0,267,9.63,Bill Anderson,Iowa,23.553424657534200,31.25,5.24,28.0,26.0,4.22,105.0,,
10901,1990,TE,73.8,243,9.5,Jesse Anderson,Mississippi State,23.756164383561600,33.38,4.59,35.0,17.0,4.2,118.0,,11.42
10902,1990,CB,71.1,189,9.38,Robert Andrews,Eastern Kentucky,,31.38,4.66,33.5,10.0,4.21,115.0,,11.63
10903,1990,WR,72.0,199,9.5,Terry Anthony,Florida State,22.134246575342500,30.75,4.85,29.5,,4.19,114.0,,11.45
10904,1990,TE,74.0,241,10.0,Charles Arbuckle,UCLA,21.61917808219180,32.5,4.73,31.0,18.0,4.32,115.0,,12.05
10905,1990,RB,67.6,176,9.0,Johnny Bailey,Texas A&M-Kingsville,23.115068493150700,27.13,4.6,,,,108.0,,
10906,1990,WR,72.5,203,9.88,Fred Barnett,Arkansas State,23.863013698630100,29.63,4.44,40.5,,4.36,129.0,,11.83
10907,1990,SS,70.8,195,8.88,Harlon Barnett,Michigan State,23.317808219178100,30.88,4.55,33.0,17.0,4.19,119.0,,10.99
10908,1990,DT,74.9,284,9.5,Oliver Barnett,Kentucky,24.052054794520500,32.75,4.95,32.0,27.0,4.5,111.0,,
10909,1990,OLB,75.9,249,9.63,Steve Bates,James Madison (VA),23.832876712328800,33.5,5.05,29.5,13.0,4.52,108.0,,
10910,1990,QB,74.8,203,8.75,Kirk Baumgartner,Stevens Point (WI),22.482191780821900,31.38,5.2,23.0,,4.64,100.0,,
10911,1990,QB,75.1,220,10.75,Frank Baur,Lafayette (PA),,32.0,4.97,26.0,,4.36,106.0,,
10912,1990,OLB,72.1,231,9.5,David Bavaro,Syracuse,23.087671232876700,29.5,5.03,31.5,14.0,4.11,107.0,,11.95
10913,1990,OT,75.9,275,9.5,Scott Beavers,Georgia Tech,23.19178082191780,31.0,4.99,31.0,14.0,4.58,110.0,,
10914,1990,OG,73.0,296,9.5,Ian Beckles,Indiana,22.77260273972600,31.5,5.23,26.5,26.0,4.81,99.0,,
10915,1990,C,74.6,314,9.75,Blake Bednarz,Syracuse,,31.5,5.61,25.0,32.0,4.79,96.0,,
10916,1990,WR,72.0,196,9.38,Richard Bell,Nebraska,22.986301369863000,31.25,4.66,30.5,,4.27,112.0,,11.68
10917,1990,WR,72.6,196,9.38,Mike Bellamy,Illinois,23.832876712328800,28.5,4.52,31.5,,4.23,116.0,,11.83
10918,1990,DE,73.5,232,9.75,Tony Bennett,Mississippi,22.824657534246600,32.75,4.74,36.0,,4.04,122.0,,11.46
10919,1990,RB,69.6,196,9.25,Latin Berry,Oregon,23.28767123287670,31.25,4.45,40.0,20.0,4.02,131.0,,10.96
10920,1990,TE,77.6,253,9.5,Mike Bitterman,Maine,,32.75,,,15.0,,,,
10921,1990,SS,71.3,198,9.38,Robert Blackmon,Baylor,22.96164383561640,29.0,4.59,33.5,12.0,4.27,119.0,,12.08
10922,1990,WR,70.0,190,9.0,Randy Bohler,Eastern Kentucky,,30.0,4.7,35.0,,4.23,115.0,,
10923,1990,ILB,73.0,231,9.88,Ned Bolcar,Notre Dame,23.29041095890410,30.38,4.9,28.0,,4.58,104.0,,12.06
10924,1990,OT,76.4,279,9.38,Shawn Bouwens,Nebraska-Wesleyan,21.923287671232900,31.25,5.08,30.0,20.0,4.51,105.0,,
10925,1990,SS,73.0,211,7.88,Greg Boysaw,Illinois,,32.0,4.64,28.5,15.0,4.03,110.0,,11.32
10926,1990,WR,71.9,193,8.63,Robert Brady,Villanova,,28.38,,,,,,,
10927,1990,OG,74.9,270,10.13,John Brandom,Arizona,,29.75,5.48,27.0,,4.77,97.0,,
10928,1990,OT,76.9,267,10.75,Mike Brennan,Notre Dame,23.101369863013700,32.0,5.27,24.5,12.0,4.44,99.0,,
10929,1990,C,74.6,300,9.38,Bern Brostek,Washington,23.627397260274000,32.0,5.34,28.5,25.0,4.87,99.0,,
10930,1990,RB,66.3,201,8.0,Steve Broussard,Washington State,23.17808219178080,28.0,4.45,31.0,15.0,4.29,110.0,,11.47
10931,1990,OT,74.6,298,9.5,Dean Brown,Notre Dame,21.635616438356200,31.0,5.28,29.0,20.0,4.79,106.0,,
10932,1990,DT,75.5,308,9.25,Dennis Brown,Washington,22.473972602739700,34.0,5.02,24.5,22.0,4.75,99.0,,
10933,1990,CB,70.8,192,9.25,Roger Brown,Virginia Tech,23.364383561643800,29.38,4.6,30.5,11.0,4.21,112.0,,11.49
10934,1990,C,76.3,267,10.88,Roy Brown,Virginia,,30.5,,,20.0,,,,
10935,1990,K,73.1,183,,David Browndyke,Louisiana State,,,,,,,,,
10936,1990,OLB,74.4,236,9.75,Dan Bucey,Syracuse,,30.5,5.21,27.0,17.0,4.22,101.0,,12.33
10937,1990,QB,74.6,218,9.88,Mike Buck,Maine,23.016438356164400,30.63,5.04,25.0,,4.33,103.0,,
10938,1990,CB,72.5,195,10.25,Vince Buck,Central State (OH),22.29041095890410,31.25,4.79,30.0,10.0,4.26,108.0,,11.65
10939,1990,DT,75.5,271,9.0,Rob Burnett,Syracuse,22.66849315068490,31.5,4.99,30.0,20.0,4.53,108.0,,
10940,1990,DT,74.3,277,9.25,Webbie Burnett,Western Kentucky,23.471232876712300,31.38,5.14,27.5,23.0,4.81,105.0,,
10941,1990,TE,76.1,249,10.0,Mike Busch,Iowa State,21.805479452054800,33.13,5.22,28.5,11.0,4.4,103.0,,12.06
10942,1990,CB,71.0,193,9.25,LeRoy Butler,Florida State,21.77260273972600,29.38,4.56,32.0,9.0,4.29,114.0,,11.84
10943,1990,C,74.0,282,10.13,Dean Caliguire,Pittsburgh,23.156164383561600,31.5,,,23.0,,,,
10944,1990,WR,69.9,181,9.5,Chris Calloway,Michigan,22.07945205479450,29.88,4.69,32.5,,,114.0,,
10945,1990,QB,76.9,225,10.0,Mark Carr,New Hampshire,,32.88,5.07,27.5,,4.39,101.0,,
10946,1990,RB,68.6,168,8.25,Dexter Carter,Florida State,22.616438356164400,28.63,4.48,34.5,3.0,3.99,116.0,,11.11
10947,1990,RB,70.8,203,10.63,Larry Centers,Stephen F. Austin (TX),21.904109589041100,29.88,,,8.0,,106.0,,
10948,1990,FB,73.0,218,8.75,Pat Chaffey,Oregon State,23.024657534246600,30.0,4.84,29.5,12.0,4.18,110.0,,11.6
10949,1990,WR,69.6,183,8.25,Marcus Cherry,Boston,,30.0,4.72,28.5,,4.35,108.0,,11.84
10950,1990,OLB,73.4,250,8.75,Bernard Clark,Miami (FL),23.29041095890410,32.38,4.99,29.5,16.0,4.5,102.0,,12.38
10951,1990,FB,72.4,206,9.0,Dave Clark,Dartmouth (NH),,29.75,4.69,32.5,26.0,4.4,118.0,,12.34
10952,1990,RB,69.1,203,8.5,Ken Clark,Nebraska,23.87945205479450,30.0,4.66,34.0,10.0,4.27,111.0,,
10953,1990,OLB,72.4,232,9.88,Randy Cockrell,Virginia Tech,,30.13,4.96,29.0,14.0,4.5,111.0,,11.93
10954,1990,OLB,73.5,224,10.38,Andre Collins,Penn State,21.980821917808200,31.38,4.76,34.5,,4.33,116.0,,11.27
10955,1990,CB,71.5,183,9.63,Keith Collins,Appalachian State (NC),22.221917808219200,31.0,4.58,33.5,11.0,4.3,118.0,,11.84
10956,1990,TE,76.1,236,9.88,Dave Colonna,Duke,,31.5,5.0,31.5,24.0,4.3,106.0,,12.08
10957,1990,QB,76.0,215,9.25,Cary Conklin,Washington,22.15890410958900,31.0,4.96,26.5,,4.56,109.0,,
10958,1990,OLB,74.6,256,8.88,Darion Conner,Jackson State (MS),22.58082191780820,32.0,4.81,35.5,19.0,4.43,110.0,,11.91
10959,1990,SS,72.5,204,8.75,Anthony Cooney,Arkansas,23.216438356164400,30.38,4.64,31.0,7.0,4.28,114.0,,11.47
10960,1990,WR,74.0,195,10.0,Gary Cooper,Clemson,23.36986301369860,32.25,4.59,37.5,,4.07,127.0,,11.13
10961,1990,C,76.0,281,9.5,Frank Cornish,UCLA,22.59178082191780,31.5,5.35,27.0,22.0,4.78,97.0,,
10962,1990,OG,76.6,306,10.13,Jeff Davidson,Ohio State,22.567123287671200,31.38,5.27,28.0,,4.85,105.0,,
10963,1990,DE,77.1,274,9.75,Kenny Davidson,Louisiana State,22.695890410958900,31.63,4.69,32.0,19.0,4.5,112.0,,
10964,1990,ILB,72.3,236,10.25,Bob Davis,BYU,,29.38,4.74,29.0,19.0,4.17,103.0,,12.16
10965,1990,OLB,73.1,255,10.38,Darrell Davis,Texas Christian,24.134246575342500,32.13,4.87,30.5,21.0,4.48,115.0,,12.99
10966,1990,TE,75.8,230,9.38,Demetrius Davis,Nevada,23.315068493150700,32.0,4.88,32.5,13.0,4.32,110.0,,12.09
10967,1990,CB,70.1,176,9.0,Eric Davis,Jacksonville State (AL),22.252054794520500,28.25,4.53,38.0,19.0,4.06,124.0,,11.3
10968,1990,DT,73.4,274,9.0,Travis Davis,Michigan State,23.96712328767120,31.75,5.22,26.5,28.0,4.63,105.0,,
10969,1990,WR,72.8,189,9.25,Dale Dawkins,Miami (FL),23.493150684931500,31.25,4.65,35.0,,4.15,126.0,,11.26
10970,1990,OLB,73.3,234,10.13,Mark Dennis,Central Michigan,,29.75,5.06,31.0,,4.43,112.0,,11.9
10971,1990,CB,70.5,178,10.0,Ventson Donelson,Michigan State,22.232876712328800,31.5,,,18.0,,,,
10972,1990,FS,72.5,194,8.63,Torin Dorn,North Carolina,22.161643835616400,29.5,4.57,34.5,9.0,4.13,117.0,,11.25
10973,1990,C,74.8,281,9.25,Roger Duffy,Penn State,22.783561643835600,31.75,5.24,29.5,26.0,4.56,105.0,,
10974,1990,DT,76.3,283,10.0,Karl Dunbar,Louisiana State,22.945205479452100,33.63,,,18.0,,,,
10975,1990,OT,77.8,291,10.0,John Durden,Florida,,31.75,5.48,24.5,19.0,5.19,95.0,,
10976,1990,RB,72.1,215,9.38,David Eldridge,Arizona,,33.25,4.66,35.5,19.0,4.43,116.0,,12.06
10977,1990,OG,76.1,282,9.75,Mohammed Elewonibi,BYU,24.364383561643800,31.38,5.23,,,,,,
10978,1990,QB,73.3,203,9.13,Todd Ellis,South Carolina,22.95068493150690,30.63,,,,,,,
10979,1990,WR,71.5,192,9.75,Steve Elmlinger,Indiana State,,29.5,4.69,31.5,,4.13,110.0,,11.56
10980,1990,P,74.3,179,,Kent Elmore,Tennessee,23.002739726027400,,,,,,,,
10981,1990,DT,72.9,280,9.63,Tory Epps,Memphis,22.91780821917810,32.25,5.06,27.0,21.0,4.7,108.0,,
10982,1990,OLB,74.9,261,9.75,Jeff Erickson,Rutgers,,30.0,5.01,24.0,,4.56,102.0,,
10983,1990,QB,73.5,200,9.5,Scott Erney,Rutgers,,31.0,4.93,29.5,,4.14,108.0,,
10984,1990,WR,74.9,182,9.75,Kevin Evans,San Jose State,,31.5,,,,,,,
10985,1990,RB,68.3,181,9.5,Blake Ezor,Michigan State,23.545205479452100,29.75,4.58,30.5,17.0,,108.0,,
10986,1990,WR,70.3,188,9.5,Ronnie Fair,Arizona State,,29.63,4.75,34.0,,4.16,120.0,,11.29
10987,1990,WR,70.4,181,9.63,Mike Farr,UCLA,22.720547945205500,30.38,4.62,34.5,,4.07,117.0,,11.12
10988,1990,WR,70.6,195,9.25,J.J. Flannigan,Colorado,21.610958904109600,30.75,4.58,,11.0,,115.0,,
10989,1990,TE,76.8,233,9.25,Chad Fortune,Louisville,,31.75,4.77,33.5,14.0,4.48,116.0,,11.65
10990,1990,DE,78.1,272,9.25,Mike Fox,West Virginia,22.72876712328770,32.38,5.09,24.5,,4.58,100.0,,
10991,1990,OLB,76.4,243,9.63,James Francis,Baylor,21.72876712328770,32.75,4.79,34.0,12.0,4.23,115.0,,11.73
10992,1990,CB,70.0,182,8.75,D'Juan Francisco,Notre Dame,23.224657534246600,30.5,4.65,33.0,,4.28,112.0,,11.55
10993,1990,C,76.4,286,10.13,Tim Freeman,Penn State,,32.0,5.68,24.0,19.0,4.97,96.0,,
10994,1990,QB,76.3,209,8.75,John Friesz,Idaho,22.942465753424700,31.63,5.29,22.0,,4.57,97.0,,
10995,1990,RB,69.1,199,10.5,Eddie Fuller,Louisiana State,21.846575342465800,30.38,4.61,35.5,,4.06,115.0,,11.24
10996,1990,WR,71.4,187,9.75,Chris Gaiters,Minnesota,,31.0,4.61,35.0,,4.18,120.0,,11.3
10997,1990,TE,73.8,257,9.0,Scott Galbraith,USC,23.304109589041100,30.75,4.92,30.0,23.0,4.6,108.0,,12.74
10998,1990,FB,73.5,232,10.0,Carwell Gardner,Louisville,23.416438356164400,31.63,4.65,32.0,9.0,4.27,106.0,,11.65
10999,1990,DE,75.3,260,10.25,Donnie Gardner,Kentucky,22.19178082191780,32.5,5.13,27.0,16.0,4.64,104.0,,
11000,1990,RB,73.0,203,8.38,Judd Garrett,Princeton,22.84109589041100,29.63,4.73,29.0,,4.22,107.0,,12.01
11001,1990,OT,78.8,296,8.88,Doug Glaser,Nebraska,,34.13,5.45,23.5,15.0,4.67,95.0,,
11002,1990,OG,75.6,278,9.25,Leo Goeas,Hawaii,23.7013698630137,30.0,5.13,29.0,22.0,4.45,104.0,,
11003,1990,OG,74.3,272,10.0,Chris Goetz,Pittsburgh,23.126027397260300,29.88,5.16,,23.0,,,,
11004,1990,OLB,74.9,236,8.75,Ron Goetz,Minnesota,22.216438356164400,31.75,4.91,30.0,21.0,4.36,112.0,,12.91
11005,1990,QB,75.0,222,9.88,Clemente Gordon,Grambling State (LA),22.704109589041100,32.5,4.84,28.0,,4.54,109.0,,
11006,1990,OT,76.5,312,10.63,Derrick Graham,Appalachian State (NC),23.112328767123300,33.0,5.47,24.5,18.0,5.2,93.0,,
11007,1990,CB,69.5,189,9.5,Alan Grant,Stanford,23.572602739726000,28.5,4.61,34.0,17.0,4.59,112.0,,12.05
11008,1990,RB,71.4,194,8.88,Broderick Graves,Winston-Salem State (NC),22.054794520547900,29.75,4.61,31.5,19.0,4.5,113.0,,12.85
